URL,ImageURLs,Name,Processor,Screen,InternalMemory,TotalStorage,Weight,BatteryCells,PointingDevice
https://www.laptoparena.net/product/14417,/images/tmb/DELL_XPS_9575_9575-9136_image_1.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_2.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_3.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_4.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_5.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_6.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_7.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_8.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_9.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_10.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_11.jpg;/images/tmb/DELL_XPS_9575_9575-9136_image_12.jpg;,DELL XPS 9575,2.8,15.6,8,256,2,6,Touchpad
https://www.laptoparena.net/dell/hybrid-2-in-1-dell-xps-9575-smx15w10p1c417p-blacksilver-59004,https://www.laptoparena.net/images/tmb/DELL_XPS_9575_SMX15W10P1C417P_image_2.jpg,DELL XPS 9575,3.1,15.6,16,512,2,6,Touchpad
https://www.laptoparena.net/dell/hybrid-2-in-1-dell-xps-9575-smx15w10p1c417p-blacksilver-59004,https://www.laptoparena.net/images/tmb/DELL_XPS_9575_SMX15W10P1C417P_image_2.jpg,DELL XPS 9575,3.1,15.6,16,1000,2,6,Touchpad
https://www.laptoparena.net/dell/hybrid-2-in-1-dell-xps-9575-smx15w10p1c417p-blacksilver-59004,https://www.laptoparena.net/images/tmb/DELL_XPS_9575_SMX15W10P1C417P_image_2.jpg,DELL XPS 9575,3.1,15.6,8,512,2,6,Touchpad
https://www.laptoparena.net/dynabook/notebook-dynabook-portg-a30-c-1gr-pt363e-10n059it-black-3002,https://www.laptoparena.net/images/tmb/Dynabook_Portg_A30-C-1GR_PT363E-10N059IT_image_2.jpg,Dynabook Portégé A30-C-1GR,2.5,13.3,8,512,1.5,4,Touchpad
https://www.laptoparena.net/dynabook/notebook-dynabook-satellite-pro-a50-c-204-ps575e-0tx07xen-black-graphite-3436,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A50-C-204_PS575E-0TX07XEN_image_1.jpg,Dynabook Satellite Pro A50-C-204,2.5,15.6,16,256,2.4,4,Touchpad
https://www.laptoparena.net/dynabook/notebook-dynabook-satellite-pro-a50-d-12p-ps585e-00n01yen-black-graphite-3435,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A50-D-12P_PS585E-00N01YEN_image_4.jpg,Dynabook Satellite Pro A50-D-12P,2.5,15.6,8,256,2.2,4,Touchpad
https://www.laptoparena.net/dynabook/notebook-dynabook-satellite-pro-a50-d-12x-ps585e-00s01yen-black-graphite-3437,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A50-D-12X_PS585E-00S01YEN_image_3.jpg,Dynabook Satellite Pro A50-D-12X,2.7,15.6,8,256,2,4,Touchpad
https://www.laptoparena.net/fujitsu/notebook-fujitsu-lifebook-e744-lkn:e7440m0001tr-black-red-silver-7923,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_E744_LKN_E7440M0001TR_image_2.jpg,Fujitsu LIFEBOOK E744,2.6,14,4,128,1.79,6,Touchpad
https://www.laptoparena.net/fujitsu/notebook-fujitsu-lifebook-e756-lkn:e7560m0011pt-grey-3120,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_E756_LKN_E7560M0011PT_image_2.jpg,Fujitsu LIFEBOOK E756,2.5,15.6,8,512,1.9,6,Touchpad
https://www.laptoparena.net/fujitsu/hybrid-2-in-1-fujitsu-lifebook-p727-xbuy-p727-002-black-1795,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_P727_XBUY-P727-002_image_3.jpg,Fujitsu LIFEBOOK P727,2.8,12.5,8,256,1.2,3,Touchpad
https://www.laptoparena.net/fujitsu/hybrid-2-in-1-fujitsu-lifebook-t725-lkn:t7250m0001tr-grey-silver-31303,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_T725_LKN_T7250M0001TR_image_2.jpg,Fujitsu LIFEBOOK T725,2.2,12.5,4,320,1.81,6,Touchpad
https://www.laptoparena.net/fujitsu/hybrid-2-in-1-fujitsu-lifebook-t726-btvad30000paabri-black-grey-7915,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_T726_BTVAD30000PAABRI_image_2.jpg,Fujitsu LIFEBOOK T726,2.3,12.5,8,500,1.81,6,Touchpad
https://www.laptoparena.net/fujitsu/hybrid-2-in-1-fujitsu-lifebook-t726-btvad30000paabri-black-grey-7915,https://www.laptoparena.net/images/tmb/Fujitsu_LIFEBOOK_T726_BTVAD30000PAABRI_image_2.jpg,Fujitsu LIFEBOOK T726,2.4,12.5,8,128,1.81,6,Touchpad
https://www.laptoparena.net/hp/notebook-hp-envy-17-cg0511sa-2s907ea-silver-62555,https://www.laptoparena.net/images/tmb/HP_ENVY_17-cg0511sa_2S907EA_image_2.jpg,HP ENVY 17-cg0511sa,1.3,17.3,16,1256,2.73,4,Touchpad
https://www.laptoparena.net/hp/notebook-hp-omen-15-dc1001na-4um36ea-black-59522,https://www.laptoparena.net/images/tmb/HP_OMEN_15-dc1001na_4UM36EA_image_3.jpg,HP OMEN 15-dc1001na,2.3,15.6,8,1256,2.5,4,Touchpad
https://www.laptoparena.net/hp/notebook-hp-omen-15-dc1023na-6rq09ea-black-59499,https://www.laptoparena.net/images/tmb/HP_OMEN_15-dc1023na_6RQ09EA_image_3.jpg,HP OMEN 15-dc1023na,2.6,15.6,8,1256,2.4,4,Touchpad
https://www.laptoparena.net/lenovo/mobile-workstation-lenovo-thinkpad-p51-p24q-20hh0014mhkit1-black-2652,https://www.laptoparena.net/images/tmb/Lenovo_ThinkPad_P51_1d1d5d.jpg,Lenovo ThinkPad P51 + P24q,2.8,15.6,8,256,2.67,6,ThinkPad UltraNav
https://www.laptoparena.net/toshiba/notebook-toshiba-dynabook-satellite-pro-r50-e-14n-ps591e-09n00jbt-black-graphite-8972,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_R50-E-14N_PS591E-09N00JBT_image_8.jpg,Toshiba dynabook Satellite Pro R50-E-14N,2.5,15.6,16,256,2.4,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-portg-r30-c-pt365a-02j01f-blackgraphite-242,https://www.laptoparena.net/images/tmb/Toshiba_Portg_R30-C_PT365A-02J01F_image_2.jpg,Toshiba Port A30-C-1D0,2.3,13.3,8,500,1.5,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-portg-r30-c-pt365a-02j01f-blackgraphite-242,https://www.laptoparena.net/images/tmb/Toshiba_Portg_R30-C_PT365A-02J01F_image_1.jpg,Toshiba Port A30-D-10C,2.5,13.3,8,256,1.5,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-portg-r30-c-pt365a-02j01f-blackgraphite-242,https://www.laptoparena.net/images/tmb/Toshiba_Portg_R30-C_PT365A-02J01F_image_5.jpg,Toshiba Port A30-D-10C,2.5,13.3,8,256,1.5,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d8-ps461e-0ms06pbt-black-31466,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D8_PS461E-0MS06PBT_image_1.jpg,Toshiba Satellite Pro A40-C-1D8,2.3,14,8,256,1.95,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A40-C-1D9,2.3,14,8,500,1.75,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A40-D-117,2.5,14,8,256,1.75,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-C-24C,2.5,15.6,16,256,2.2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-C-256,2,15.6,4,128,2.1,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-C-2FR,2.5,15.6,16,256,2.2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-D-10J,2.5,15.6,8,256,2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-D-14M,2.5,15.6,8,128,2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro A50-D-14M,2.5,15.6,8,128,2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro R40-C-132,2,14,4,500,1.75,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro Satellite Pro A30-D-10E,2.5,13.3,8,256,1.5,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-satellite-pro-a40-c-1d9-ps461e-0mt09xce-black-graphite-31170,https://www.laptoparena.net/images/tmb/Toshiba_Satellite_Pro_A40-C-1D9_PS461E-0MT09XCE_image_10.jpg,Toshiba Satellite Pro Satellite Pro A50-C-204,2.3,15.6,4,500,2.1,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-tecra-a40-c-1mr-ps463e-08j055it-grey-stainless-steel-31474,https://www.laptoparena.net/images/tmb/Toshiba_Tecra_A40-C-1MR_PS463E-08J055IT_image_3.jpg,Toshiba Tecra A40-C-1MR,2.3,15.6,8,256,2.2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-tecra-a50-d-10m-ps589e-001024du-grey-27368,https://www.laptoparena.net/images/tmb/Toshiba_Tecra_A50-D-10M_PS589E-001024DU_image_4.jpg,Toshiba Tecra A50-D-10M,2.5,15.6,8,256,2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-tecra-a50-d-11d-ps589e-00301mbt-grey-stainless-steel-5228,https://www.laptoparena.net/images/tmb/Toshiba_Tecra_A50-D-11D_PS589E-00301MBT_image_3.jpg,Toshiba Tecra A50-D-11D,2.7,15.6,8,256,2,4,Touchpad
https://www.laptoparena.net/toshiba/notebook-toshiba-tecra-a50-d-11m-ps589e-008015gr-grey-metallic-7343,https://www.laptoparena.net/images/tmb/Toshiba_Tecra_A50-D-11M_PS589E-008015GR_image_3.jpg,Toshiba Tecra A50-D-11M,2.5,15.6,8,500,2,4,Touchpad
